flow_duration,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,avg_packet_size,packet_rate,byte_rate,syn_count,fin_count,rst_count,psh_count,ack_count,unique_dst_ports,inter_arrival_time_mean,fwd_packet_rate,bwd_packet_rate,fwd_byte_rate,bwd_byte_rate,packet_length_mean,Label
0.18266432346970746,394.22942147629215,19.065272459369524,134446.69767412415,1869.2952119652396,148.80728956495886,46278.070254116756,2574770.4565040977,360.72593954668537,2.9118615905381495,2.9419741799005537,0.5808998481107304,17.610797418804633,0.0,0.0,25312.535548644097,84.8101901503725,534773.9861992317,1004.2417540151487,196.3730887160999,DDoS
0.0,61.11441181450083,49.1709116901457,32318.26011577124,15603.441884689133,375.3949948345287,0.0,0.0,15.478761284118107,2.012158402143541,0.14005789010725048,5.1305919137154445,4.076263676650886,0.0,0.06350238105424923,61.0246354637471,182.27391397017308,104794.96167893868,21324.067239230662,1067.9284887121205,Normal
0.7262723248786345,16.03745133565132,40.843101335797115,34015.57209291694,5501.892229040244,791.5236644358649,279.2758874405116,86023.85276660896,9.395063681119682,0.9394670013811894,1.130939874317267,5.444981174922445,10.336381522079655,4.067409993603583,0.07698642634291344,212.81097089859946,35.48794843913695,47794.22180010158,14005.25972361091,195.82733541419745,Normal
0.3484633887799311,58.685465078702194,53.79816545400564,25496.001158919735,25049.08927973648,80.9825790403331,685.3117397006829,114980.98999575447,0.0,1.9095055592752104,1.212734364571455,3.080378428304349,12.091992561680891,0.0,0.07587988647259887,0.0,148.06031256352645,3014.256068600551,5338.760502870076,1330.8153825479417,Normal
2.0666359263376117,108.17633048923611,50.20996590094015,13340.809656395151,32949.71762683787,666.969950780569,968.8904216152741,25187.53761894691,10.66727184319757,2.039200969382803,0.2396811542955437,4.0824551819977435,7.240840007427326,11.47196462363912,0.05666482575085066,775.418357883599,99.31690081254655,79397.74221511494,28956.81193914854,857.5431488214156,Normal
1.2232264956431997,1562.5745907682942,13.410003613535272,122245.6979497027,0.0,157.48786811155486,18993.15556053163,4626344.2320311535,438.7568904158861,3.123818312988762,6.308712747154013,0.0,10.160648584160915,0.0,0.0,19601.034795415362,16.486652443295984,1463566.9834144837,1779.1731141157106,93.54459250849234,DDoS
3.985237663323131,74.43631222322111,15.697083724115346,12157.688610765652,15620.216545369396,391.50112822407266,0.0,78340.75755878989,0.0,0.1570535332267852,0.0,7.947024678820054,19.28519500384124,18.20896870978211,0.0432145567011082,358.222538860511,149.7643431554085,19185.21544638773,39659.56610449744,420.7809253455183,Normal
0.1624451425455439,1159.5230144537252,17.52864914486425,295632.89953839686,1083.4507205149343,185.61247422146099,39913.79032467918,1231783.7365228387,269.4151345712184,0.9583316743779867,2.9253809172495915,1.9121222410625338,15.694034327827481,0.0,0.017816117084689404,11958.686292815712,89.11160945550814,2049484.9948480641,928.0150878835086,107.70135116456291,DDoS
0.0,234.36949708034814,9.07464430295146,367336.8804171758,2366.0641251996003,173.64995109567928,35973.193052927345,549875.8371032879,215.09298695173612,4.136551163570645,3.976265662212833,1.0500535104845312,14.490925669420761,0.0,0.0,32705.623887958795,17.644182980893873,590247.613822805,0.0,100.1862282826726,DDoS
0.3909812157662974,34.398369064225676,11.798755434332833,31954.541930064162,21018.98918063821,64.71540879499318,352.8628184106078,0.0,0.0,0.0,0.9684355969717362,1.920201564803308,14.568308507928942,9.593917076824104,0.03814733096043631,746.5812095980041,128.35912377386063,88091.6213091963,12250.443521770017,218.79349531600795,Normal
