flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,flow_bytes_per_sec,flow_packets_per_sec,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,bwd_iat_total,fwd_psh_flags,bwd_psh_flags,Label
0.055282673931947676,51,35,3945.4932338517256,5338.9585643232585,342.72756041291564,26.804771131568312,726.2680532917714,1145.342338716415,58.11903092226931,120.34918421530381,9584.884304776504,724.3139467940376,0.005798696678949472,0.000375974526673829,0.04184124193823425,0.00772629763017828,0.17170899082000848,0.24429737850827915,8,2,Normal
0.39129709366664434,52,38,5980.647743891662,4469.944378829194,1041.0907849074906,37.85496165276366,105.0056689873119,1198.2680111892485,31.37434960937029,158.75046692206496,15961.542923678137,577.2566230218642,0.011655743715823324,0.00040484253531578653,0.18495357591856976,0.009703026469090246,0.07817632488563372,0.008165821762700441,3,2,Normal
3.7191599987647868,45,33,2170.575265170826,5751.882769232315,697.4281866317774,38.82317973306201,295.59415910060227,1134.0977194226775,49.75674273269178,458.9987512415281,95971.88911261605,119.09361384772753,0.014553230636479217,0.0054511314881808826,0.06204989275975247,0.007963391510683093,0.0007973416089782418,0.18467518366314697,11,3,Normal
0.15632587434289208,42,44,12639.88737946627,1924.160889504304,203.8792835553142,48.0940699114894,131.71990368512797,1496.8286140451783,63.79600710652997,584.6261533296804,22241.392779007623,284.4010982259886,0.005983453084247014,0.0028054224122743597,0.20657783180671507,0.005052483337592961,1.8249199293809388,1.6498058071673463,5,2,Normal
0.6710003255011174,47,48,4584.101959715598,1613.007375986149,1403.0278331870466,70.93714425795349,206.18952092264192,860.2273663921533,57.24919449702651,261.67040233760815,86450.9193814385,374.7369547160467,0.004928817046405889,0.001155346461680451,0.05997949510319628,0.0031913466063902586,0.08234485703224997,0.19787348724950393,9,4,Normal
0.455613085281059,51,38,17686.57437698521,559.2789270914927,975.1697513753213,75.58533769681013,685.430997345218,1016.6501722826033,78.27948784485423,599.3334930043055,38691.87070949515,133.44163746467228,0.008861699333119769,0.0015887708979692907,0.11758030269643863,0.0037210751905476834,0.47804874273485914,0.30768764813855715,4,1,Normal
0.42510042175642576,52,44,1337.9008181776094,1626.6308710106316,929.5138209456527,76.34597107660676,535.5520167299313,1437.600108693081,90.09374844253455,215.60239260470206,37793.29247709287,381.8002784296234,0.004141685112129628,0.006935101565759073,0.04325671627878046,0.004317121588768697,1.0572611500357607,0.2179099148158437,4,4,Normal
2.5728149266321187,56,36,6829.803137193272,2539.0983857548,657.733929205322,73.02511892508522,168.3374680375008,589.9468651767401,91.28729617586198,420.3822192768707,91198.09007285546,130.58111575375287,0.0030136665070172146,0.004103456868154347,0.01344101539479861,0.0038901528050041155,0.2574855318676476,0.035479269813160616,4,2,Normal
0.9135476449495826,42,36,1064.9165590847726,8248.702818224205,323.47299878650506,42.146494373333724,673.0266220859079,540.3586456323753,97.80095980706635,352.72176687901856,64981.54259134567,69.2102122069798,0.006292317816976767,0.0024580718733438886,0.023309193000787726,0.004036416177434546,0.896200123130779,0.06552917493934245,8,5,Normal
0.3716428299214595,42,27,9716.790667799522,12823.186463702908,221.1804199723741,32.53405392894547,747.4184737713631,1476.3287317440738,61.813020663854616,370.7371966678079,91559.14618614757,395.736695345716,0.015953097528531815,0.024438645802128605,0.22388045913589005,0.005231637005173975,1.3280797987298314,0.10357839645244045,7,2,Normal
0.6789133190460985,55,47,6923.307746015991,654.4059229377563,606.071812038218,57.249738543031484,617.9871270410315,918.8578530991338,87.67272048462866,720.17057386269,21774.12063155369,146.89628837353655,0.006739712824644774,0.0016488801860177662,0.07843256018675623,0.006022798044102718,0.1382251055885105,0.055318461752470266,2,2,Normal
